tanggal,pasar,komoditas,harga,curah_hujan_mm,suhu_avg,suhu_max,suhu_min,kurs_usd_idr
2025-09-19,Pasar Baru Majalaya,KACANG HIJAU,28000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Baru Majalaya,KACANG TANAH KUPAS,,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Baru Majalaya,KENTANG DIENG,20000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Baru Majalaya,KETELA POHON,6000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Baru Majalaya,PISANG,7000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Baru Majalaya,SAYURAN BUNCIS,12000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Baru Majalaya,SAYURAN KENTANG LOKAL,15000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Baru Majalaya,SAYURAN KOL/KUBIS,7000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Baru Majalaya,SAYURAN TOMAT,10000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Baru Majalaya,SAYURAN WORTEL,16000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Baru Majalaya,TOMAT HIJAU,7000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Baru Majalaya,UBI JALAR PUTIH,6000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Cileunyi,BAWANG BOMBAY,28000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,BAWANG DAUN,14000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,BAWANG MERAH,33000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,BAWANG MERAH BATU,28000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,BAWANG PUTIH BIASA,32000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,BAWANG SUMENEP,44000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,CABE HIJAU BIASA,28000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,CABE MERAH KERITING,55000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,CABE MERAH TANJUNG,80000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,CABE RAWIT HIJAU,32000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,CABE RAWIT MERAH,35000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,JAGUNG MANIS,18000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,JERUK,21000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,KACANG HIJAU,27000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,KACANG TANAH KUPAS,32000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,KENTANG DIENG,,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,KETELA POHON,8000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,PISANG,8000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,SAYURAN BUNCIS,13000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,SAYURAN KENTANG LOKAL,16000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,SAYURAN KOL/KUBIS,,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,SAYURAN TOMAT,8000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,SAYURAN WORTEL,12000.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,TOMAT HIJAU,,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Cileunyi,UBI JALAR PUTIH,7500.0,4.6,23.0,28.5,19.4,16651.0
2025-09-19,Pasar Ciwidey,BAWANG BOMBAY,40000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,BAWANG DAUN,12000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,BAWANG MERAH,40000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,BAWANG MERAH BATU,32000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,BAWANG PUTIH BIASA,35000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,BAWANG SUMENEP,60000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,CABE HIJAU BIASA,20000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,CABE MERAH KERITING,50000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,CABE MERAH TANJUNG,80000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,CABE RAWIT HIJAU,38000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,CABE RAWIT MERAH,40000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,JAGUNG MANIS,10000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,JERUK,20000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,KACANG HIJAU,28000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,KACANG TANAH KUPAS,38000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,KENTANG DIENG,18000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,KETELA POHON,5000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,PISANG,8000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,SAYURAN BUNCIS,10000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,SAYURAN KENTANG LOKAL,15000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,SAYURAN KOL/KUBIS,7000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,SAYURAN TOMAT,8000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,SAYURAN WORTEL,12000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,TOMAT HIJAU,6000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Ciwidey,UBI JALAR PUTIH,8000.0,3.1,20.1,25.8,16.2,16651.0
2025-09-19,Pasar Margahayu,BAWANG BOMBAY,40000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,BAWANG DAUN,16000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,BAWANG MERAH,40000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,BAWANG MERAH BATU,,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,BAWANG PUTIH BIASA,36000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,BAWANG SUMENEP,50000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,CABE HIJAU BIASA,32000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,CABE MERAH KERITING,70000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,CABE MERAH TANJUNG,80000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,CABE RAWIT HIJAU,45000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,CABE RAWIT MERAH,50000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,JAGUNG MANIS,12000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,JERUK,20000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,KACANG HIJAU,28000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,KACANG TANAH KUPAS,35000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,KENTANG DIENG,18000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,KETELA POHON,6000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,PISANG,8000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,SAYURAN BUNCIS,16000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,SAYURAN KENTANG LOKAL,,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,SAYURAN KOL/KUBIS,8000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,SAYURAN TOMAT,12000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,SAYURAN WORTEL,18000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,TOMAT HIJAU,10000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Margahayu,UBI JALAR PUTIH,7000.0,5.0,23.0,29.2,18.9,16651.0
2025-09-19,Pasar Sehat Cicalengka,BAWANG BOMBAY,35000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,BAWANG DAUN,12000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,BAWANG MERAH,40000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,BAWANG MERAH BATU,35000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,BAWANG PUTIH BIASA,40000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,BAWANG SUMENEP,50000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,CABE HIJAU BIASA,20000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,CABE MERAH KERITING,50000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,CABE MERAH TANJUNG,75000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,CABE RAWIT HIJAU,35000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,CABE RAWIT MERAH,35000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,JAGUNG MANIS,10000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,JERUK,18000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,KACANG HIJAU,28000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,KACANG TANAH KUPAS,38000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,KENTANG DIENG,18000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,KETELA POHON,6000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,PISANG,8000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,SAYURAN BUNCIS,12000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,SAYURAN KENTANG LOKAL,14000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,SAYURAN KOL/KUBIS,8000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,SAYURAN TOMAT,8000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,SAYURAN WORTEL,10000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,TOMAT HIJAU,5000.0,,,,,16651.0
2025-09-19,Pasar Sehat Cicalengka,UBI JALAR PUTIH,8000.0,,,,,16651.0
2025-09-19,Pasar Sehat Soreang,BAWANG BOMBAY,35000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,BAWANG DAUN,12000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,BAWANG MERAH,35000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,BAWANG MERAH BATU,35000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,BAWANG PUTIH BIASA,35000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,BAWANG SUMENEP,50000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,CABE HIJAU BIASA,20000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,CABE MERAH KERITING,60000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,CABE MERAH TANJUNG,80000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,CABE RAWIT HIJAU,32000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,CABE RAWIT MERAH,35000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,JAGUNG MANIS,10000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,JERUK,20000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,KACANG HIJAU,28000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,KACANG TANAH KUPAS,40000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,KENTANG DIENG,18000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,KETELA POHON,6000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,PISANG,8000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,SAYURAN BUNCIS,12000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,SAYURAN KENTANG LOKAL,15000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,SAYURAN KOL/KUBIS,8000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,SAYURAN TOMAT,8000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,SAYURAN WORTEL,10000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,TOMAT HIJAU,5000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Sehat Soreang,UBI JALAR PUTIH,8000.0,5.0,22.1,28.3,18.0,16651.0
2025-09-19,Pasar Stasiun Majalaya,BAWANG BOMBAY,40000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,BAWANG DAUN,14000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,BAWANG MERAH,40000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,BAWANG MERAH BATU,32000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,BAWANG PUTIH BIASA,38000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,BAWANG SUMENEP,50000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,CABE HIJAU BIASA,30000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,CABE MERAH KERITING,40000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,CABE MERAH TANJUNG,80000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,CABE RAWIT HIJAU,40000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,CABE RAWIT MERAH,40000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,JAGUNG MANIS,10000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,JERUK,20000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,KACANG HIJAU,28000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,KACANG TANAH KUPAS,,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,KENTANG DIENG,18000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,KETELA POHON,6000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,PISANG,8000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,SAYURAN BUNCIS,12000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,SAYURAN KENTANG LOKAL,14000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,SAYURAN KOL/KUBIS,7000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,SAYURAN TOMAT,10000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,SAYURAN WORTEL,12000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,TOMAT HIJAU,8000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-19,Pasar Stasiun Majalaya,UBI JALAR PUTIH,8000.0,6.1,23.3,28.6,20.4,16651.0
2025-09-20,Pasar Baleendah,BAWANG BOMBAY,35000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,BAWANG DAUN,14000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,BAWANG MERAH,32000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,BAWANG MERAH BATU,30000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,BAWANG PUTIH BIASA,32000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,BAWANG SUMENEP,48000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,CABE HIJAU BIASA,24000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,CABE MERAH KERITING,60000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,CABE MERAH TANJUNG,70000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,CABE RAWIT HIJAU,32000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,CABE RAWIT MERAH,35000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,JAGUNG MANIS,12000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,JERUK,22000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,KACANG HIJAU,28000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,KACANG TANAH KUPAS,38000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,KENTANG DIENG,18000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,KETELA POHON,5000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,PISANG,6500.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,SAYURAN BUNCIS,14000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,SAYURAN KENTANG LOKAL,16000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,SAYURAN KOL/KUBIS,7000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,SAYURAN TOMAT,10000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,SAYURAN WORTEL,10000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,TOMAT HIJAU,6000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Baleendah,UBI JALAR PUTIH,8000.0,1.7,23.0,28.7,19.0,16651.0
2025-09-20,Pasar Banjaran,BAWANG BOMBAY,36000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,BAWANG DAUN,14000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,BAWANG MERAH,38000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,BAWANG MERAH BATU,30000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,BAWANG PUTIH BIASA,35000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,BAWANG SUMENEP,50000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,CABE HIJAU BIASA,20000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,CABE MERAH KERITING,52000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,CABE MERAH TANJUNG,75000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,CABE RAWIT HIJAU,34000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,CABE RAWIT MERAH,35000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,JAGUNG MANIS,10000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,JERUK,20000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,KACANG HIJAU,28000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,KACANG TANAH KUPAS,40000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,KENTANG DIENG,19000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,KETELA POHON,6000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,PISANG,7500.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,SAYURAN BUNCIS,12000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,SAYURAN KENTANG LOKAL,17000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,SAYURAN KOL/KUBIS,8000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,SAYURAN TOMAT,8000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,SAYURAN WORTEL,13000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,TOMAT HIJAU,5000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Banjaran,UBI JALAR PUTIH,7000.0,1.7,22.4,28.1,18.4,16651.0
2025-09-20,Pasar Baru Majalaya,BAWANG BOMBAY,40000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,BAWANG DAUN,14000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,BAWANG MERAH,40000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,BAWANG MERAH BATU,36000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,BAWANG PUTIH BIASA,36000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,BAWANG SUMENEP,48000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,CABE HIJAU BIASA,32000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,CABE MERAH KERITING,40000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,CABE MERAH TANJUNG,80000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,CABE RAWIT HIJAU,36000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,CABE RAWIT MERAH,40000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,JAGUNG MANIS,10000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,JERUK,25000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,KACANG HIJAU,28000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,KACANG TANAH KUPAS,,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,KENTANG DIENG,18000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,KETELA POHON,6000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,PISANG,7000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,SAYURAN BUNCIS,12000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,SAYURAN KENTANG LOKAL,15000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,SAYURAN KOL/KUBIS,7000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,SAYURAN TOMAT,10000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,SAYURAN WORTEL,16000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,TOMAT HIJAU,6000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Baru Majalaya,UBI JALAR PUTIH,6000.0,3.4,22.4,26.9,18.8,16651.0
2025-09-20,Pasar Cileunyi,BAWANG BOMBAY,,18.1,22.1,26.4,19.1,16651.0
2025-09-20,Pasar Cileunyi,BAWANG DAUN,,18.1,22.1,26.4,19.1,16651.0
2025-09-20,Pasar Cileunyi,BAWANG MERAH,,18.1,22.1,26.4,19.1,16651.0
2025-09-20,Pasar Cileunyi,BAWANG MERAH BATU,,18.1,22.1,26.4,19.1,16651.0
2025-09-20,Pasar Cileunyi,BAWANG PUTIH BIASA,,18.1,22.1,26.4,19.1,16651.0
2025-09-20,Pasar Cileunyi,BAWANG SUMENEP,,18.1,22.1,26.4,19.1,16651.0
2025-09-20,Pasar Cileunyi,CABE HIJAU BIASA,,18.1,22.1,26.4,19.1,16651.0
2025-09-20,Pasar Cileunyi,CABE MERAH KERITING,,18.1,22.1,26.4,19.1,16651.0
2025-09-20,Pasar Cileunyi,CABE MERAH TANJUNG,,18.1,22.1,26.4,19.1,16651.0
2025-09-20,Pasar Cileunyi,CABE RAWIT HIJAU,,18.1,22.1,26.4,19.1,16651.0
2025-09-20,Pasar Cileunyi,CABE RAWIT MERAH,,18.1,22.1,26.4,19.1,16651.0
2025-09-20,Pasar Cileunyi,JAGUNG MANIS,,18.1,22.1,26.4,19.1,16651.0
2025-09-20,Pasar Cileunyi,JERUK,,18.1,22.1,26.4,19.1,16651.0
2025-09-20,Pasar Cileunyi,KACANG HIJAU,,18.1,22.1,26.4,19.1,16651.0
2025-09-20,Pasar Cileunyi,KACANG TANAH KUPAS,,18.1,22.1,26.4,19.1,16651.0
